,Symbol,SymbolDate,UpdateDate,DelayDate,SymbolVal,Tag,ValStr
0,全国棉花累计检验量|DZ,2014-12-15,2021-10-26,,286.6,,
31,全国棉花累计检验量|DZ,2016-10-07,2021-10-26,,13.485298,,
32,全国棉花累计检验量|DZ,2016-10-08,2021-10-26,,16.216529,,
33,全国棉花累计检验量|DZ,2016-10-09,2021-10-26,,19.298793,,
34,全国棉花累计检验量|DZ,2016-10-10,2021-10-26,,23.150603,,
35,全国棉花累计检验量|DZ,2016-10-11,2021-10-26,,27.418812,,
36,全国棉花累计检验量|DZ,2016-10-12,2021-10-26,,30.916913,,
37,全国棉花累计检验量|DZ,2016-10-13,2021-10-26,,34.176594,,
38,全国棉花累计检验量|DZ,2016-10-17,2021-10-26,,50.237883,,
39,全国棉花累计检验量|DZ,2016-10-18,2021-10-26,,58.014853,,
40,全国棉花累计检验量|DZ,2016-10-19,2021-10-26,,61.990878,,
41,全国棉花累计检验量|DZ,2016-10-20,2021-10-26,,67.60171,,
42,全国棉花累计检验量|DZ,2016-10-23,2021-10-26,,77.370971,,
43,全国棉花累计检验量|DZ,2016-10-24,2021-10-26,,85.365375,,
44,全国棉花累计检验量|DZ,2016-10-25,2021-10-26,,90.153422,,
45,全国棉花累计检验量|DZ,2016-10-26,2021-10-26,,90.192226,,
46,全国棉花累计检验量|DZ,2016-10-27,2021-10-26,,90.192226,,
47,全国棉花累计检验量|DZ,2016-10-30,2021-10-26,,93.540717,,
48,全国棉花累计检验量|DZ,2016-10-31,2021-10-26,,111.888152,,
49,全国棉花累计检验量|DZ,2016-11-02,2021-10-26,,126.623421,,
50,全国棉花累计检验量|DZ,2016-11-06,2021-10-26,,153.983806,,
51,全国棉花累计检验量|DZ,2016-11-07,2021-10-26,,161.163863,,
52,全国棉花累计检验量|DZ,2016-11-10,2021-10-26,,174.951495,,
53,全国棉花累计检验量|DZ,2016-11-13,2021-10-26,,188.757032,,
54,全国棉花累计检验量|DZ,2016-11-14,2021-10-26,,198.281967,,
55,全国棉花累计检验量|DZ,2016-11-15,2021-10-26,,201.898309,,
56,全国棉花累计检验量|DZ,2016-11-16,2021-10-26,,209.440963,,
57,全国棉花累计检验量|DZ,2016-11-17,2021-10-26,,214.984418,,
58,全国棉花累计检验量|DZ,2016-11-20,2021-10-26,,221.95111,,
59,全国棉花累计检验量|DZ,2016-11-21,2021-10-26,,231.58994,,
60,全国棉花累计检验量|DZ,2016-11-22,2021-10-26,,240.359681,,
61,全国棉花累计检验量|DZ,2016-11-23,2021-10-26,,244.78343,,
62,全国棉花累计检验量|DZ,2016-11-24,2021-10-26,,249.586897,,
63,全国棉花累计检验量|DZ,2016-11-27,2021-10-26,,261.33519,,
64,全国棉花累计检验量|DZ,2016-11-29,2021-10-26,,270.252942,,
65,全国棉花累计检验量|DZ,2016-11-30,2021-10-26,,275.189378,,
66,全国棉花累计检验量|DZ,2016-12-01,2021-10-26,,279.489439,,
67,全国棉花累计检验量|DZ,2016-12-04,2021-10-26,,288.924438,,
68,全国棉花累计检验量|DZ,2016-12-05,2021-10-26,,296.73893,,
69,全国棉花累计检验量|DZ,2016-12-06,2021-10-26,,300.542088,,
70,全国棉花累计检验量|DZ,2016-12-08,2021-10-26,,309.030441,,
71,全国棉花累计检验量|DZ,2016-12-11,2021-10-26,,320.588421,,
72,全国棉花累计检验量|DZ,2016-12-12,2021-10-26,,324.42357,,
73,全国棉花累计检验量|DZ,2016-12-13,2021-10-26,,327.503144,,
74,全国棉花累计检验量|DZ,2016-12-14,2021-10-26,,331.313443,,
75,全国棉花累计检验量|DZ,2016-12-15,2021-10-26,,334.864527,,
76,全国棉花累计检验量|DZ,2016-12-18,2021-10-26,,343.730691,,
77,全国棉花累计检验量|DZ,2016-12-19,2021-10-26,,347.43407,,
78,全国棉花累计检验量|DZ,2016-12-20,2021-10-26,,350.593979,,
79,全国棉花累计检验量|DZ,2016-12-21,2021-10-26,,352.525652,,
80,全国棉花累计检验量|DZ,2016-12-25,2021-10-26,,363.657383,,
81,全国棉花累计检验量|DZ,2016-12-26,2021-10-26,,366.20728,,
82,全国棉花累计检验量|DZ,2016-12-27,2021-10-26,,368.174521,,
83,全国棉花累计检验量|DZ,2016-12-28,2021-10-26,,370.149753,,
84,全国棉花累计检验量|DZ,2016-12-29,2021-10-26,,372.912991,,
85,全国棉花累计检验量|DZ,2017-01-02,2021-10-26,,378.926833,,
86,全国棉花累计检验量|DZ,2017-01-03,2021-10-26,,380.582469,,
87,全国棉花累计检验量|DZ,2017-01-04,2021-10-26,,382.24455,,
88,全国棉花累计检验量|DZ,2017-01-05,2021-10-26,,383.452222,,
89,全国棉花累计检验量|DZ,2017-01-08,2021-10-26,,387.359272,,
90,全国棉花累计检验量|DZ,2017-01-09,2021-10-26,,388.71828,,
91,全国棉花累计检验量|DZ,2017-01-10,2021-10-26,,389.522731,,
92,全国棉花累计检验量|DZ,2017-01-11,2021-10-26,,390.34266,,
93,全国棉花累计检验量|DZ,2017-01-12,2021-10-26,,391.897841,,
94,全国棉花累计检验量|DZ,2017-01-15,2021-10-26,,395.037346,,
95,全国棉花累计检验量|DZ,2017-01-16,2021-10-26,,395.93931,,
96,全国棉花累计检验量|DZ,2017-01-17,2021-10-26,,396.937998,,
97,全国棉花累计检验量|DZ,2017-01-18,2021-10-26,,398.095033,,
98,全国棉花累计检验量|DZ,2017-01-19,2021-10-26,,398.639897,,
99,全国棉花累计检验量|DZ,2017-01-21,2021-10-26,,399.809754,,
100,全国棉花累计检验量|DZ,2017-02-03,2021-10-26,,401.245505,,
101,全国棉花累计检验量|DZ,2017-02-05,2021-10-26,,401.284383,,
102,全国棉花累计检验量|DZ,2017-02-06,2021-10-26,,401.383117,,
103,全国棉花累计检验量|DZ,2017-02-07,2021-10-26,,401.451121,,
104,全国棉花累计检验量|DZ,2017-02-08,2021-10-26,,401.539129,,
105,全国棉花累计检验量|DZ,2017-02-09,2021-10-26,,401.653174,,
106,全国棉花累计检验量|DZ,2017-02-12,2021-10-26,,402.828583,,
107,全国棉花累计检验量|DZ,2017-02-13,2021-10-26,,403.161396,,
108,全国棉花累计检验量|DZ,2017-02-14,2021-10-26,,403.405704,,
109,全国棉花累计检验量|DZ,2017-02-16,2021-10-26,,404.56686,,
110,全国棉花累计检验量|DZ,2017-02-19,2021-10-26,,405.702798,,
111,全国棉花累计检验量|DZ,2017-02-20,2021-10-26,,405.79177,,
112,全国棉花累计检验量|DZ,2017-02-21,2021-10-26,,406.019484,,
113,全国棉花累计检验量|DZ,2017-02-22,2021-10-26,,406.164482,,
114,全国棉花累计检验量|DZ,2017-02-23,2021-10-26,,406.793885,,
115,全国棉花累计检验量|DZ,2017-02-26,2021-10-26,,407.499702,,
116,全国棉花累计检验量|DZ,2017-02-27,2021-10-26,,407.599279,,
117,全国棉花累计检验量|DZ,2017-03-01,2021-10-26,,408.133744,,
118,全国棉花累计检验量|DZ,2017-03-02,2021-10-26,,408.475096,,
119,全国棉花累计检验量|DZ,2017-03-05,2021-10-26,,409.180482,,
120,全国棉花累计检验量|DZ,2017-03-06,2021-10-26,,409.30315,,
121,全国棉花累计检验量|DZ,2017-03-07,2021-10-26,,409.633879,,
122,全国棉花累计检验量|DZ,2017-03-08,2021-10-26,,409.801651,,
123,全国棉花累计检验量|DZ,2017-03-09,2021-10-26,,410.089473,,
124,全国棉花累计检验量|DZ,2017-03-12,2021-10-26,,410.467956,,
125,全国棉花累计检验量|DZ,2017-03-13,2021-10-26,,410.56205,,
126,全国棉花累计检验量|DZ,2017-03-14,2021-10-26,,410.696403,,
127,全国棉花累计检验量|DZ,2017-03-15,2021-10-26,,411.046024,,
128,全国棉花累计检验量|DZ,2017-03-16,2021-10-26,,411.243061,,
129,全国棉花累计检验量|DZ,2017-03-19,2021-10-26,,411.709262,,
130,全国棉花累计检验量|DZ,2017-03-20,2021-10-26,,411.712448,,
131,全国棉花累计检验量|DZ,2017-03-21,2021-10-26,,411.823151,,
132,全国棉花累计检验量|DZ,2017-03-22,2021-10-26,,412.037113,,
133,全国棉花累计检验量|DZ,2017-03-23,2021-10-26,,412.174425,,
134,全国棉花累计检验量|DZ,2017-03-27,2021-10-26,,412.46151,,
135,全国棉花累计检验量|DZ,2017-03-28,2021-10-26,,412.541578,,
136,全国棉花累计检验量|DZ,2017-03-29,2021-10-26,,412.759135,,
137,全国棉花累计检验量|DZ,2017-03-30,2021-10-26,,412.870052,,
138,全国棉花累计检验量|DZ,2017-04-05,2021-10-26,,413.11219,,
139,全国棉花累计检验量|DZ,2017-04-06,2021-10-26,,413.126873,,
140,全国棉花累计检验量|DZ,2017-04-09,2021-10-26,,413.197387,,
141,全国棉花累计检验量|DZ,2017-04-10,2021-10-26,,413.205556,,
142,全国棉花累计检验量|DZ,2017-04-11,2021-10-26,,413.234622,,
143,全国棉花累计检验量|DZ,2017-04-13,2021-10-26,,413.450232,,
144,全国棉花累计检验量|DZ,2017-04-17,2021-10-26,,413.785376,,
145,全国棉花累计检验量|DZ,2017-04-18,2021-10-26,,413.816003,,
146,全国棉花累计检验量|DZ,2017-04-19,2021-10-26,,413.857142,,
147,全国棉花累计检验量|DZ,2017-04-20,2021-10-26,,413.859101,,
148,全国棉花累计检验量|DZ,2017-04-23,2021-10-26,,414.154408,,
149,全国棉花累计检验量|DZ,2017-04-24,2021-10-26,,414.154408,,
150,全国棉花累计检验量|DZ,2017-04-25,2021-10-26,,414.154408,,
151,全国棉花累计检验量|DZ,2017-04-26,2021-10-26,,414.154408,,
152,全国棉花累计检验量|DZ,2017-04-27,2021-10-26,,414.321498,,
153,全国棉花累计检验量|DZ,2017-05-01,2021-10-26,,414.321498,,
154,全国棉花累计检验量|DZ,2017-05-02,2021-10-26,,414.321498,,
155,全国棉花累计检验量|DZ,2017-05-03,2021-10-26,,414.321498,,
156,全国棉花累计检验量|DZ,2017-05-07,2021-10-26,,414.321498,,
157,全国棉花累计检验量|DZ,2017-05-08,2021-10-26,,414.321498,,
158,全国棉花累计检验量|DZ,2017-05-09,2021-10-26,,414.321498,,
159,全国棉花累计检验量|DZ,2017-05-10,2021-10-26,,414.321498,,
160,全国棉花累计检验量|DZ,2017-05-11,2021-10-26,,414.321498,,
161,全国棉花累计检验量|DZ,2017-05-12,2021-10-26,,414.321498,,
162,全国棉花累计检验量|DZ,2017-05-13,2021-10-26,,414.321498,,
163,全国棉花累计检验量|DZ,2017-06-12,2021-10-26,,415.398833,,
164,全国棉花累计检验量|DZ,2017-06-15,2021-10-26,,415.398833,,
165,全国棉花累计检验量|DZ,2017-06-18,2021-10-26,,415.414243,,
166,全国棉花累计检验量|DZ,2017-06-19,2021-10-26,,415.414243,,
167,全国棉花累计检验量|DZ,2017-06-20,2021-10-26,,415.414243,,
168,全国棉花累计检验量|DZ,2017-06-21,2021-10-26,,415.414243,,
169,全国棉花累计检验量|DZ,2017-06-26,2021-10-26,,415.45212,,
170,全国棉花累计检验量|DZ,2017-06-27,2021-10-26,,415.45212,,
171,全国棉花累计检验量|DZ,2017-06-30,2021-10-26,,415.45212,,
172,全国棉花累计检验量|DZ,2017-07-05,2021-10-26,,415.513631,,
173,全国棉花累计检验量|DZ,2017-07-06,2021-10-26,,415.513631,,
174,全国棉花累计检验量|DZ,2017-07-10,2021-10-26,,415.513631,,
175,全国棉花累计检验量|DZ,2017-07-12,2021-10-26,,415.513631,,
176,全国棉花累计检验量|DZ,2017-07-13,2021-10-26,,415.513631,,
177,全国棉花累计检验量|DZ,2017-07-16,2021-10-26,,415.562463,,
178,全国棉花累计检验量|DZ,2017-07-19,2021-10-26,,415.562463,,
179,全国棉花累计检验量|DZ,2017-07-24,2021-10-26,,415.562463,,
180,全国棉花累计检验量|DZ,2017-07-25,2021-10-26,,415.562463,,
181,全国棉花累计检验量|DZ,2017-07-31,2021-10-26,,415.562463,,
182,全国棉花累计检验量|DZ,2017-08-01,2021-10-26,,415.562463,,
183,全国棉花累计检验量|DZ,2017-08-08,2021-10-26,,415.5968,,
184,全国棉花累计检验量|DZ,2017-08-09,2021-10-26,,415.5968,,
185,全国棉花累计检验量|DZ,2017-08-10,2021-10-26,,415.5968,,
186,全国棉花累计检验量|DZ,2017-08-14,2021-10-26,,415.5968,,
187,全国棉花累计检验量|DZ,2017-08-15,2021-10-26,,415.5968,,
188,全国棉花累计检验量|DZ,2017-08-16,2021-10-26,,415.5968,,
189,全国棉花累计检验量|DZ,2017-08-17,2021-10-26,,415.5968,,
190,全国棉花累计检验量|DZ,2017-08-18,2021-10-26,,415.5968,,
191,全国棉花累计检验量|DZ,2017-08-21,2021-10-26,,415.5968,,
192,全国棉花累计检验量|DZ,2017-08-22,2021-10-26,,415.5968,,
193,全国棉花累计检验量|DZ,2017-08-23,2021-10-26,,415.5968,,
194,全国棉花累计检验量|DZ,2017-08-24,2021-10-26,,415.5968,,
195,全国棉花累计检验量|DZ,2017-08-25,2021-10-26,,415.5968,,
196,全国棉花累计检验量|DZ,2017-08-28,2021-10-26,,415.5968,,
197,全国棉花累计检验量|DZ,2017-08-29,2021-10-26,,415.5968,,
198,全国棉花累计检验量|DZ,2017-08-30,2021-10-26,,415.5968,,
199,全国棉花累计检验量|DZ,2017-08-31,2021-10-26,,415.5968,,
200,全国棉花累计检验量|DZ,2017-09-05,2021-10-26,,0.0,,
201,全国棉花累计检验量|DZ,2017-09-06,2021-10-26,,0.0,,
202,全国棉花累计检验量|DZ,2017-09-07,2021-10-26,,0.0108,,
203,全国棉花累计检验量|DZ,2017-09-11,2021-10-26,,0.0155,,
204,全国棉花累计检验量|DZ,2017-09-12,2021-10-26,,0.0302,,
205,全国棉花累计检验量|DZ,2017-09-13,2021-10-26,,0.0302,,
206,全国棉花累计检验量|DZ,2017-09-14,2021-10-26,,0.0302,,
207,全国棉花累计检验量|DZ,2017-09-18,2021-10-26,,0.0396,,
208,全国棉花累计检验量|DZ,2017-09-19,2021-10-26,,0.0453,,
209,全国棉花累计检验量|DZ,2017-09-20,2021-10-26,,0.055,,
210,全国棉花累计检验量|DZ,2017-09-21,2021-10-26,,0.0575,,
211,全国棉花累计检验量|DZ,2017-09-25,2021-10-26,,0.6831,,
212,全国棉花累计检验量|DZ,2017-09-26,2021-10-26,,1.0869,,
213,全国棉花累计检验量|DZ,2017-09-27,2021-10-26,,1.0869,,
214,全国棉花累计检验量|DZ,2017-09-28,2021-10-26,,1.2541,,
215,全国棉花累计检验量|DZ,2017-09-29,2021-10-26,,3.5452,,
216,全国棉花累计检验量|DZ,2017-10-09,2021-10-26,,29.0,,
217,全国棉花累计检验量|DZ,2017-10-10,2021-10-26,,32.49,,
218,全国棉花累计检验量|DZ,2017-10-11,2021-10-26,,36.75,,
219,全国棉花累计检验量|DZ,2017-10-12,2021-10-26,,41.45,,
220,全国棉花累计检验量|DZ,2017-10-13,2021-10-26,,46.246,,
221,全国棉花累计检验量|DZ,2017-10-16,2021-10-26,,59.89,,
222,全国棉花累计检验量|DZ,2017-10-17,2021-10-26,,65.13,,
223,全国棉花累计检验量|DZ,2017-10-18,2021-10-26,,69.63,,
224,全国棉花累计检验量|DZ,2017-10-19,2021-10-26,,75.48,,
225,全国棉花累计检验量|DZ,2017-10-23,2021-10-26,,92.24,,
226,全国棉花累计检验量|DZ,2017-10-24,2021-10-26,,97.42,,
227,全国棉花累计检验量|DZ,2017-10-25,2021-10-26,,102.13,,
228,全国棉花累计检验量|DZ,2017-10-26,2021-10-26,,107.61,,
229,全国棉花累计检验量|DZ,2017-10-27,2021-10-26,,112.88,,
230,全国棉花累计检验量|DZ,2017-10-30,2021-10-26,,127.18,,
231,全国棉花累计检验量|DZ,2017-10-31,2021-10-26,,132.55,,
232,全国棉花累计检验量|DZ,2017-11-01,2021-10-26,,138.21,,
233,全国棉花累计检验量|DZ,2017-11-02,2021-10-26,,143.93,,
234,全国棉花累计检验量|DZ,2017-11-06,2021-10-26,,168.29,,
235,全国棉花累计检验量|DZ,2017-11-07,2021-10-26,,174.41,,
236,全国棉花累计检验量|DZ,2017-11-08,2021-10-26,,180.13,,
237,全国棉花累计检验量|DZ,2017-11-09,2021-10-26,,186.81,,
238,全国棉花累计检验量|DZ,2017-11-13,2021-10-26,,210.34,,
239,全国棉花累计检验量|DZ,2017-11-14,2021-10-26,,216.63,,
240,全国棉花累计检验量|DZ,2017-11-15,2021-10-26,,222.89,,
241,全国棉花累计检验量|DZ,2017-11-16,2021-10-26,,229.34,,
242,全国棉花累计检验量|DZ,2017-11-20,2021-10-26,,251.28,,
243,全国棉花累计检验量|DZ,2017-11-21,2021-10-26,,256.89,,
244,全国棉花累计检验量|DZ,2017-11-22,2021-10-26,,263.55,,
245,全国棉花累计检验量|DZ,2017-11-23,2021-10-26,,269.3,,
246,全国棉花累计检验量|DZ,2017-11-24,2021-10-26,,287.5,,
247,全国棉花累计检验量|DZ,2017-11-27,2021-10-26,,293.88,,
248,全国棉花累计检验量|DZ,2017-11-28,2021-10-26,,299.94,,
249,全国棉花累计检验量|DZ,2017-11-29,2021-10-26,,306.37,,
250,全国棉花累计检验量|DZ,2017-11-30,2021-10-26,,313.08,,
251,全国棉花累计检验量|DZ,2017-12-04,2021-10-26,,337.04,,
252,全国棉花累计检验量|DZ,2017-12-05,2021-10-26,,343.37,,
253,全国棉花累计检验量|DZ,2017-12-06,2021-10-26,,349.25,,
254,全国棉花累计检验量|DZ,2017-12-07,2021-10-26,,355.51,,
255,全国棉花累计检验量|DZ,2017-12-11,2021-10-26,,378.43,,
256,全国棉花累计检验量|DZ,2017-12-12,2021-10-26,,384.16,,
257,全国棉花累计检验量|DZ,2017-12-13,2021-10-26,,389.7,,
258,全国棉花累计检验量|DZ,2017-12-14,2021-10-26,,394.48,,
259,全国棉花累计检验量|DZ,2017-12-18,2021-10-26,,409.11,,
260,全国棉花累计检验量|DZ,2017-12-19,2021-10-26,,417.57,,
261,全国棉花累计检验量|DZ,2017-12-20,2021-10-26,,421.87,,
262,全国棉花累计检验量|DZ,2017-12-21,2021-10-26,,425.84,,
263,全国棉花累计检验量|DZ,2017-12-25,2021-10-26,,441.97,,
264,全国棉花累计检验量|DZ,2017-12-26,2021-10-26,,445.55,,
265,全国棉花累计检验量|DZ,2017-12-27,2021-10-26,,449.61,,
266,全国棉花累计检验量|DZ,2017-12-28,2021-10-26,,452.39,,
267,全国棉花累计检验量|DZ,2018-01-02,2021-10-26,,466.57,,
268,全国棉花累计检验量|DZ,2018-01-03,2021-10-26,,469.07,,
269,全国棉花累计检验量|DZ,2018-01-04,2021-10-26,,470.79,,
270,全国棉花累计检验量|DZ,2018-01-05,2021-10-26,,472.96,,
271,全国棉花累计检验量|DZ,2018-01-08,2021-10-26,,479.65,,
272,全国棉花累计检验量|DZ,2018-01-09,2021-10-26,,481.18,,
273,全国棉花累计检验量|DZ,2018-01-10,2021-10-26,,482.87,,
274,全国棉花累计检验量|DZ,2018-01-11,2021-10-26,,485.09,,
275,全国棉花累计检验量|DZ,2018-01-15,2021-10-26,,491.71,,
276,全国棉花累计检验量|DZ,2018-01-16,2021-10-26,,493.09,,
277,全国棉花累计检验量|DZ,2018-01-17,2021-10-26,,494.53,,
278,全国棉花累计检验量|DZ,2018-01-18,2021-10-26,,495.86,,
279,全国棉花累计检验量|DZ,2018-01-22,2021-10-26,,500.73,,
280,全国棉花累计检验量|DZ,2018-01-23,2021-10-26,,502.29,,
281,全国棉花累计检验量|DZ,2018-01-24,2021-10-26,,503.01,,
282,全国棉花累计检验量|DZ,2018-01-25,2021-10-26,,504.05,,
283,全国棉花累计检验量|DZ,2018-01-29,2021-10-26,,508.14,,
284,全国棉花累计检验量|DZ,2018-01-30,2021-10-26,,508.78,,
285,全国棉花累计检验量|DZ,2018-01-31,2021-10-26,,509.6,,
286,全国棉花累计检验量|DZ,2018-02-01,2021-10-26,,510.64,,
287,全国棉花累计检验量|DZ,2018-02-05,2021-10-26,,512.98,,
288,全国棉花累计检验量|DZ,2018-02-06,2021-10-26,,513.63,,
289,全国棉花累计检验量|DZ,2018-02-07,2021-10-26,,514.09,,
290,全国棉花累计检验量|DZ,2018-02-08,2021-10-26,,514.74,,
291,全国棉花累计检验量|DZ,2018-02-09,2021-10-26,,515.52,,
292,全国棉花累计检验量|DZ,2018-02-10,2021-10-26,,515.75,,
293,全国棉花累计检验量|DZ,2018-02-11,2021-10-26,,515.87,,
294,全国棉花累计检验量|DZ,2018-02-22,2021-10-26,,516.02,,
295,全国棉花累计检验量|DZ,2018-02-23,2021-10-26,,516.02,,
296,全国棉花累计检验量|DZ,2018-02-26,2021-10-26,,516.02,,
297,全国棉花累计检验量|DZ,2018-02-27,2021-10-26,,516.08,,
298,全国棉花累计检验量|DZ,2018-02-28,2021-10-26,,516.24,,
299,全国棉花累计检验量|DZ,2018-03-01,2021-10-26,,516.49,,
300,全国棉花累计检验量|DZ,2018-03-06,2021-10-26,,517.39,,
301,全国棉花累计检验量|DZ,2018-03-07,2021-10-26,,517.58,,
302,全国棉花累计检验量|DZ,2018-03-08,2021-10-26,,517.78,,
303,全国棉花累计检验量|DZ,2018-03-09,2021-10-26,,518.2,,
304,全国棉花累计检验量|DZ,2018-03-12,2021-10-26,,518.89,,
305,全国棉花累计检验量|DZ,2018-03-13,2021-10-26,,519.31,,
306,全国棉花累计检验量|DZ,2018-03-14,2021-10-26,,519.58,,
307,全国棉花累计检验量|DZ,2018-03-15,2021-10-26,,519.84,,
308,全国棉花累计检验量|DZ,2018-03-16,2021-10-26,,520.06,,
309,全国棉花累计检验量|DZ,2018-03-19,2021-10-26,,520.7,,
310,全国棉花累计检验量|DZ,2018-03-21,2021-10-26,,521.12,,
311,全国棉花累计检验量|DZ,2018-03-22,2021-10-26,,521.3,,
312,全国棉花累计检验量|DZ,2018-03-26,2021-10-26,,522.16,,
313,全国棉花累计检验量|DZ,2018-03-27,2021-10-26,,522.62,,
314,全国棉花累计检验量|DZ,2018-03-28,2021-10-26,,522.92,,
315,全国棉花累计检验量|DZ,2018-03-29,2021-10-26,,523.15,,
316,全国棉花累计检验量|DZ,2018-04-02,2021-10-26,,523.76,,
317,全国棉花累计检验量|DZ,2018-04-08,2021-10-26,,524.37,,
318,全国棉花累计检验量|DZ,2018-04-09,2021-10-26,,524.37,,
319,全国棉花累计检验量|DZ,2018-04-10,2021-10-26,,524.98,,
320,全国棉花累计检验量|DZ,2018-04-11,2021-10-26,,525.39,,
321,全国棉花累计检验量|DZ,2018-04-12,2021-10-26,,525.56,,
322,全国棉花累计检验量|DZ,2018-04-17,2021-10-26,,526.22,,
323,全国棉花累计检验量|DZ,2018-04-18,2021-10-26,,526.42,,
324,全国棉花累计检验量|DZ,2018-04-19,2021-10-26,,526.65,,
325,全国棉花累计检验量|DZ,2018-04-23,2021-10-26,,526.92,,
326,全国棉花累计检验量|DZ,2018-04-24,2021-10-26,,527.1,,
327,全国棉花累计检验量|DZ,2018-04-25,2021-10-26,,527.26,,
328,全国棉花累计检验量|DZ,2018-04-26,2021-10-26,,527.36,,
329,全国棉花累计检验量|DZ,2018-04-27,2021-10-26,,527.52,,
330,全国棉花累计检验量|DZ,2018-05-02,2021-10-26,,527.73,,
331,全国棉花累计检验量|DZ,2018-06-05,2021-10-26,,528.46,,
332,全国棉花累计检验量|DZ,2018-09-06,2021-10-26,,0.009813,,
333,全国棉花累计检验量|DZ,2018-09-07,2021-10-26,,0.009813,,
334,全国棉花累计检验量|DZ,2018-09-10,2021-10-26,,0.078713,,
335,全国棉花累计检验量|DZ,2018-09-11,2021-10-26,,0.099766,,
336,全国棉花累计检验量|DZ,2018-09-12,2021-10-26,,0.117385,,
337,全国棉花累计检验量|DZ,2018-09-13,2021-10-26,,0.175584,,
338,全国棉花累计检验量|DZ,2018-09-14,2021-10-26,,0.319126,,
339,全国棉花累计检验量|DZ,2018-09-17,2021-10-26,,0.386542,,
340,全国棉花累计检验量|DZ,2018-09-18,2021-10-26,,0.45727,,
341,全国棉花累计检验量|DZ,2018-09-19,2021-10-26,,0.589416,,
342,全国棉花累计检验量|DZ,2018-09-20,2021-10-26,,0.646388,,
343,全国棉花累计检验量|DZ,2018-09-21,2021-10-26,,0.732027,,
344,全国棉花累计检验量|DZ,2018-09-25,2021-10-26,,0.733313,,
345,全国棉花累计检验量|DZ,2018-09-26,2021-10-26,,0.873628,,
346,全国棉花累计检验量|DZ,2018-09-27,2021-10-26,,1.054513,,
347,全国棉花累计检验量|DZ,2018-09-28,2021-10-26,,1.174475,,
348,全国棉花累计检验量|DZ,2018-09-29,2021-10-26,,1.22,,
349,全国棉花累计检验量|DZ,2018-09-30,2021-10-26,,1.314735,,
350,全国棉花累计检验量|DZ,2018-10-08,2021-10-26,,5.26,,
351,全国棉花累计检验量|DZ,2018-10-09,2021-10-26,,7.2,,
352,全国棉花累计检验量|DZ,2018-10-10,2021-10-26,,8.35,,
353,全国棉花累计检验量|DZ,2018-10-11,2021-10-26,,12.21,,
354,全国棉花累计检验量|DZ,2018-10-12,2021-10-26,,15.96,,
355,全国棉花累计检验量|DZ,2018-10-15,2021-10-26,,29.78,,
356,全国棉花累计检验量|DZ,2018-10-16,2021-10-26,,34.6,,
357,全国棉花累计检验量|DZ,2018-10-17,2021-10-26,,39.68,,
358,全国棉花累计检验量|DZ,2018-10-18,2021-10-26,,44.72,,
