,Date,ProductCode
144,20050715,F.CN.CZC.CF.CF0510
145,20050716,F.CN.CZC.CF.CF0510
146,20050717,F.CN.CZC.CF.CF0510
147,20050718,F.CN.CZC.CF.CF0510
148,20050719,F.CN.CZC.CF.CF0510
149,20050720,F.CN.CZC.CF.CF0510
150,20050721,F.CN.CZC.CF.CF0510
151,20050722,F.CN.CZC.CF.CF0510
152,20050723,F.CN.CZC.CF.CF0510
153,20050724,F.CN.CZC.CF.CF0510
154,20050725,F.CN.CZC.CF.CF0510
155,20050726,F.CN.CZC.CF.CF0510
156,20050727,F.CN.CZC.CF.CF0510
157,20050728,F.CN.CZC.CF.CF0510
158,20050729,F.CN.CZC.CF.CF0510
159,20050730,F.CN.CZC.CF.CF0510
160,20050731,F.CN.CZC.CF.CF0510
161,20050801,F.CN.CZC.CF.CF0510
162,20050802,F.CN.CZC.CF.CF0510
163,20050803,F.CN.CZC.CF.CF0510
164,20050804,F.CN.CZC.CF.CF0510
165,20050805,F.CN.CZC.CF.CF0510
166,20050806,F.CN.CZC.CF.CF0510
167,20050807,F.CN.CZC.CF.CF0510
168,20050808,F.CN.CZC.CF.CF0510
169,20050809,F.CN.CZC.CF.CF0510
170,20050810,F.CN.CZC.CF.CF0510
171,20050811,F.CN.CZC.CF.CF0510
172,20050812,F.CN.CZC.CF.CF0510
173,20050813,F.CN.CZC.CF.CF0510
174,20050814,F.CN.CZC.CF.CF0510
175,20050815,F.CN.CZC.CF.CF0510
176,20050816,F.CN.CZC.CF.CF0510
177,20050817,F.CN.CZC.CF.CF0510
178,20050818,F.CN.CZC.CF.CF0510
179,20050819,F.CN.CZC.CF.CF0510
180,20050820,F.CN.CZC.CF.CF0510
181,20050821,F.CN.CZC.CF.CF0510
182,20050822,F.CN.CZC.CF.CF0510
183,20050823,F.CN.CZC.CF.CF0510
184,20050824,F.CN.CZC.CF.CF0510
185,20050825,F.CN.CZC.CF.CF0510
186,20050826,F.CN.CZC.CF.CF0510
187,20050827,F.CN.CZC.CF.CF0510
188,20050828,F.CN.CZC.CF.CF0510
189,20050829,F.CN.CZC.CF.CF0510
190,20050830,F.CN.CZC.CF.CF0510
191,20050831,F.CN.CZC.CF.CF0511
192,20050901,F.CN.CZC.CF.CF0511
193,20050902,F.CN.CZC.CF.CF0511
194,20050903,F.CN.CZC.CF.CF0511
195,20050904,F.CN.CZC.CF.CF0511
196,20050905,F.CN.CZC.CF.CF0511
197,20050906,F.CN.CZC.CF.CF0511
198,20050907,F.CN.CZC.CF.CF0511
199,20050908,F.CN.CZC.CF.CF0511
200,20050909,F.CN.CZC.CF.CF0511
201,20050910,F.CN.CZC.CF.CF0511
202,20050911,F.CN.CZC.CF.CF0511
203,20050912,F.CN.CZC.CF.CF0511
204,20050913,F.CN.CZC.CF.CF0511
205,20050914,F.CN.CZC.CF.CF0601
206,20050915,F.CN.CZC.CF.CF0601
207,20050916,F.CN.CZC.CF.CF0601
208,20050917,F.CN.CZC.CF.CF0601
209,20050918,F.CN.CZC.CF.CF0601
210,20050919,F.CN.CZC.CF.CF0601
211,20050920,F.CN.CZC.CF.CF0601
212,20050921,F.CN.CZC.CF.CF0601
213,20050922,F.CN.CZC.CF.CF0601
214,20050923,F.CN.CZC.CF.CF0601
215,20050924,F.CN.CZC.CF.CF0601
216,20050925,F.CN.CZC.CF.CF0601
217,20050926,F.CN.CZC.CF.CF0601
218,20050927,F.CN.CZC.CF.CF0601
219,20050928,F.CN.CZC.CF.CF0601
220,20050929,F.CN.CZC.CF.CF0601
221,20050930,F.CN.CZC.CF.CF0601
222,20051001,F.CN.CZC.CF.CF0601
223,20051002,F.CN.CZC.CF.CF0601
224,20051003,F.CN.CZC.CF.CF0601
225,20051004,F.CN.CZC.CF.CF0601
226,20051005,F.CN.CZC.CF.CF0601
227,20051006,F.CN.CZC.CF.CF0601
228,20051007,F.CN.CZC.CF.CF0601
229,20051008,F.CN.CZC.CF.CF0601
230,20051009,F.CN.CZC.CF.CF0601
231,20051010,F.CN.CZC.CF.CF0601
232,20051011,F.CN.CZC.CF.CF0601
233,20051012,F.CN.CZC.CF.CF0601
234,20051013,F.CN.CZC.CF.CF0601
235,20051014,F.CN.CZC.CF.CF0601
236,20051015,F.CN.CZC.CF.CF0601
237,20051016,F.CN.CZC.CF.CF0601
238,20051017,F.CN.CZC.CF.CF0601
239,20051018,F.CN.CZC.CF.CF0601
240,20051019,F.CN.CZC.CF.CF0603
241,20051020,F.CN.CZC.CF.CF0603
242,20051021,F.CN.CZC.CF.CF0603
243,20051022,F.CN.CZC.CF.CF0603
244,20051023,F.CN.CZC.CF.CF0603
245,20051024,F.CN.CZC.CF.CF0603
246,20051025,F.CN.CZC.CF.CF0603
247,20051026,F.CN.CZC.CF.CF0603
248,20051027,F.CN.CZC.CF.CF0603
249,20051028,F.CN.CZC.CF.CF0603
250,20051029,F.CN.CZC.CF.CF0603
251,20051030,F.CN.CZC.CF.CF0603
252,20051031,F.CN.CZC.CF.CF0603
253,20051101,F.CN.CZC.CF.CF0603
254,20051102,F.CN.CZC.CF.CF0603
255,20051103,F.CN.CZC.CF.CF0603
256,20051104,F.CN.CZC.CF.CF0603
257,20051105,F.CN.CZC.CF.CF0603
258,20051106,F.CN.CZC.CF.CF0603
259,20051107,F.CN.CZC.CF.CF0603
260,20051108,F.CN.CZC.CF.CF0603
261,20051109,F.CN.CZC.CF.CF0603
262,20051110,F.CN.CZC.CF.CF0603
263,20051111,F.CN.CZC.CF.CF0603
264,20051112,F.CN.CZC.CF.CF0603
265,20051113,F.CN.CZC.CF.CF0603
266,20051114,F.CN.CZC.CF.CF0603
267,20051115,F.CN.CZC.CF.CF0603
268,20051116,F.CN.CZC.CF.CF0603
269,20051117,F.CN.CZC.CF.CF0603
270,20051118,F.CN.CZC.CF.CF0603
271,20051119,F.CN.CZC.CF.CF0603
272,20051120,F.CN.CZC.CF.CF0603
273,20051121,F.CN.CZC.CF.CF0603
274,20051122,F.CN.CZC.CF.CF0603
275,20051123,F.CN.CZC.CF.CF0603
276,20051124,F.CN.CZC.CF.CF0603
277,20051125,F.CN.CZC.CF.CF0603
278,20051126,F.CN.CZC.CF.CF0603
279,20051127,F.CN.CZC.CF.CF0603
280,20051128,F.CN.CZC.CF.CF0603
281,20051129,F.CN.CZC.CF.CF0603
282,20051130,F.CN.CZC.CF.CF0603
283,20051201,F.CN.CZC.CF.CF0603
284,20051202,F.CN.CZC.CF.CF0603
285,20051203,F.CN.CZC.CF.CF0603
286,20051204,F.CN.CZC.CF.CF0603
287,20051205,F.CN.CZC.CF.CF0603
288,20051206,F.CN.CZC.CF.CF0603
289,20051207,F.CN.CZC.CF.CF0603
290,20051208,F.CN.CZC.CF.CF0603
291,20051209,F.CN.CZC.CF.CF0603
292,20051210,F.CN.CZC.CF.CF0603
293,20051211,F.CN.CZC.CF.CF0603
294,20051212,F.CN.CZC.CF.CF0603
295,20051213,F.CN.CZC.CF.CF0603
296,20051214,F.CN.CZC.CF.CF0603
297,20051215,F.CN.CZC.CF.CF0603
298,20051216,F.CN.CZC.CF.CF0603
299,20051217,F.CN.CZC.CF.CF0604
300,20051218,F.CN.CZC.CF.CF0604
301,20051219,F.CN.CZC.CF.CF0604
302,20051220,F.CN.CZC.CF.CF0604
303,20051221,F.CN.CZC.CF.CF0604
304,20051222,F.CN.CZC.CF.CF0604
305,20051223,F.CN.CZC.CF.CF0604
306,20051224,F.CN.CZC.CF.CF0604
307,20051225,F.CN.CZC.CF.CF0604
308,20051226,F.CN.CZC.CF.CF0604
309,20051227,F.CN.CZC.CF.CF0604
310,20051228,F.CN.CZC.CF.CF0604
311,20051229,F.CN.CZC.CF.CF0604
312,20051230,F.CN.CZC.CF.CF0604
313,20051231,F.CN.CZC.CF.CF0604
314,20060101,F.CN.CZC.CF.CF0604
315,20060102,F.CN.CZC.CF.CF0604
316,20060103,F.CN.CZC.CF.CF0604
317,20060104,F.CN.CZC.CF.CF0604
318,20060105,F.CN.CZC.CF.CF0604
319,20060106,F.CN.CZC.CF.CF0604
320,20060107,F.CN.CZC.CF.CF0604
321,20060108,F.CN.CZC.CF.CF0604
322,20060109,F.CN.CZC.CF.CF0604
323,20060110,F.CN.CZC.CF.CF0604
324,20060111,F.CN.CZC.CF.CF0604
325,20060112,F.CN.CZC.CF.CF0605
326,20060113,F.CN.CZC.CF.CF0605
327,20060114,F.CN.CZC.CF.CF0605
328,20060115,F.CN.CZC.CF.CF0605
329,20060116,F.CN.CZC.CF.CF0605
330,20060117,F.CN.CZC.CF.CF0605
331,20060118,F.CN.CZC.CF.CF0605
332,20060119,F.CN.CZC.CF.CF0605
333,20060120,F.CN.CZC.CF.CF0605
334,20060121,F.CN.CZC.CF.CF0605
335,20060122,F.CN.CZC.CF.CF0605
336,20060123,F.CN.CZC.CF.CF0605
337,20060124,F.CN.CZC.CF.CF0605
338,20060125,F.CN.CZC.CF.CF0605
339,20060126,F.CN.CZC.CF.CF0605
340,20060127,F.CN.CZC.CF.CF0605
341,20060128,F.CN.CZC.CF.CF0605
342,20060129,F.CN.CZC.CF.CF0605
343,20060130,F.CN.CZC.CF.CF0605
344,20060131,F.CN.CZC.CF.CF0605
345,20060201,F.CN.CZC.CF.CF0605
346,20060202,F.CN.CZC.CF.CF0605
347,20060203,F.CN.CZC.CF.CF0605
348,20060204,F.CN.CZC.CF.CF0605
349,20060205,F.CN.CZC.CF.CF0605
350,20060206,F.CN.CZC.CF.CF0605
351,20060207,F.CN.CZC.CF.CF0605
352,20060208,F.CN.CZC.CF.CF0605
353,20060209,F.CN.CZC.CF.CF0605
354,20060210,F.CN.CZC.CF.CF0605
355,20060211,F.CN.CZC.CF.CF0605
356,20060212,F.CN.CZC.CF.CF0605
357,20060213,F.CN.CZC.CF.CF0605
358,20060214,F.CN.CZC.CF.CF0605
359,20060215,F.CN.CZC.CF.CF0605
360,20060216,F.CN.CZC.CF.CF0605
361,20060217,F.CN.CZC.CF.CF0605
362,20060218,F.CN.CZC.CF.CF0605
363,20060219,F.CN.CZC.CF.CF0605
364,20060220,F.CN.CZC.CF.CF0605
365,20060221,F.CN.CZC.CF.CF0605
366,20060222,F.CN.CZC.CF.CF0605
367,20060223,F.CN.CZC.CF.CF0605
368,20060224,F.CN.CZC.CF.CF0605
369,20060225,F.CN.CZC.CF.CF0605
370,20060226,F.CN.CZC.CF.CF0605
371,20060227,F.CN.CZC.CF.CF0605
372,20060228,F.CN.CZC.CF.CF0605
373,20060301,F.CN.CZC.CF.CF0605
374,20060302,F.CN.CZC.CF.CF0605
375,20060303,F.CN.CZC.CF.CF0605
376,20060304,F.CN.CZC.CF.CF0605
377,20060305,F.CN.CZC.CF.CF0605
378,20060306,F.CN.CZC.CF.CF0605
379,20060307,F.CN.CZC.CF.CF0605
380,20060308,F.CN.CZC.CF.CF0605
381,20060309,F.CN.CZC.CF.CF0605
382,20060310,F.CN.CZC.CF.CF0605
383,20060311,F.CN.CZC.CF.CF0605
384,20060312,F.CN.CZC.CF.CF0605
385,20060313,F.CN.CZC.CF.CF0605
386,20060314,F.CN.CZC.CF.CF0605
387,20060315,F.CN.CZC.CF.CF0605
388,20060316,F.CN.CZC.CF.CF0605
389,20060317,F.CN.CZC.CF.CF0605
390,20060318,F.CN.CZC.CF.CF0605
391,20060319,F.CN.CZC.CF.CF0605
392,20060320,F.CN.CZC.CF.CF0605
393,20060321,F.CN.CZC.CF.CF0605
394,20060322,F.CN.CZC.CF.CF0605
395,20060323,F.CN.CZC.CF.CF0605
396,20060324,F.CN.CZC.CF.CF0606
397,20060325,F.CN.CZC.CF.CF0606
398,20060326,F.CN.CZC.CF.CF0606
399,20060327,F.CN.CZC.CF.CF0606
400,20060328,F.CN.CZC.CF.CF0606
401,20060329,F.CN.CZC.CF.CF0606
402,20060330,F.CN.CZC.CF.CF0606
403,20060331,F.CN.CZC.CF.CF0606
404,20060401,F.CN.CZC.CF.CF0606
405,20060402,F.CN.CZC.CF.CF0606
406,20060403,F.CN.CZC.CF.CF0606
407,20060404,F.CN.CZC.CF.CF0606
408,20060405,F.CN.CZC.CF.CF0606
409,20060406,F.CN.CZC.CF.CF0606
410,20060407,F.CN.CZC.CF.CF0606
411,20060408,F.CN.CZC.CF.CF0606
412,20060409,F.CN.CZC.CF.CF0606
413,20060410,F.CN.CZC.CF.CF0606
414,20060411,F.CN.CZC.CF.CF0606
415,20060412,F.CN.CZC.CF.CF0606
416,20060413,F.CN.CZC.CF.CF0606
417,20060414,F.CN.CZC.CF.CF0606
418,20060415,F.CN.CZC.CF.CF0606
419,20060416,F.CN.CZC.CF.CF0606
420,20060417,F.CN.CZC.CF.CF0606
421,20060418,F.CN.CZC.CF.CF0606
422,20060419,F.CN.CZC.CF.CF0606
423,20060420,F.CN.CZC.CF.CF0606
424,20060421,F.CN.CZC.CF.CF0606
425,20060422,F.CN.CZC.CF.CF0606
426,20060423,F.CN.CZC.CF.CF0606
427,20060424,F.CN.CZC.CF.CF0606
428,20060425,F.CN.CZC.CF.CF0606
429,20060426,F.CN.CZC.CF.CF0607
430,20060427,F.CN.CZC.CF.CF0607
431,20060428,F.CN.CZC.CF.CF0607
432,20060429,F.CN.CZC.CF.CF0607
433,20060430,F.CN.CZC.CF.CF0607
434,20060501,F.CN.CZC.CF.CF0607
435,20060502,F.CN.CZC.CF.CF0607
436,20060503,F.CN.CZC.CF.CF0607
437,20060504,F.CN.CZC.CF.CF0607
438,20060505,F.CN.CZC.CF.CF0607
439,20060506,F.CN.CZC.CF.CF0607
440,20060507,F.CN.CZC.CF.CF0607
441,20060508,F.CN.CZC.CF.CF0607
442,20060509,F.CN.CZC.CF.CF0607
443,20060510,F.CN.CZC.CF.CF0607
444,20060511,F.CN.CZC.CF.CF0607
445,20060512,F.CN.CZC.CF.CF0607
446,20060513,F.CN.CZC.CF.CF0607
447,20060514,F.CN.CZC.CF.CF0607
448,20060515,F.CN.CZC.CF.CF0607
449,20060516,F.CN.CZC.CF.CF0607
450,20060517,F.CN.CZC.CF.CF0607
451,20060518,F.CN.CZC.CF.CF0607
452,20060519,F.CN.CZC.CF.CF0607
453,20060520,F.CN.CZC.CF.CF0607
454,20060521,F.CN.CZC.CF.CF0607
455,20060522,F.CN.CZC.CF.CF0607
456,20060523,F.CN.CZC.CF.CF0607
457,20060524,F.CN.CZC.CF.CF0607
458,20060525,F.CN.CZC.CF.CF0607
459,20060526,F.CN.CZC.CF.CF0607
460,20060527,F.CN.CZC.CF.CF0607
461,20060528,F.CN.CZC.CF.CF0607
462,20060529,F.CN.CZC.CF.CF0607
463,20060530,F.CN.CZC.CF.CF0607
464,20060531,F.CN.CZC.CF.CF0607
465,20060601,F.CN.CZC.CF.CF0607
466,20060602,F.CN.CZC.CF.CF0607
467,20060603,F.CN.CZC.CF.CF0607
468,20060604,F.CN.CZC.CF.CF0607
469,20060605,F.CN.CZC.CF.CF0607
470,20060606,F.CN.CZC.CF.CF0607
471,20060607,F.CN.CZC.CF.CF0607
472,20060608,F.CN.CZC.CF.CF0607
473,20060609,F.CN.CZC.CF.CF0608
474,20060610,F.CN.CZC.CF.CF0608
475,20060611,F.CN.CZC.CF.CF0608
476,20060612,F.CN.CZC.CF.CF0608
477,20060613,F.CN.CZC.CF.CF0608
478,20060614,F.CN.CZC.CF.CF0608
479,20060615,F.CN.CZC.CF.CF0608
480,20060616,F.CN.CZC.CF.CF0608
481,20060617,F.CN.CZC.CF.CF0608
482,20060618,F.CN.CZC.CF.CF0608
483,20060619,F.CN.CZC.CF.CF0608
484,20060620,F.CN.CZC.CF.CF0608
485,20060621,F.CN.CZC.CF.CF0608
486,20060622,F.CN.CZC.CF.CF0608
487,20060623,F.CN.CZC.CF.CF0608
488,20060624,F.CN.CZC.CF.CF0608
489,20060625,F.CN.CZC.CF.CF0608
490,20060626,F.CN.CZC.CF.CF0608
491,20060627,F.CN.CZC.CF.CF0608
492,20060628,F.CN.CZC.CF.CF0608
493,20060629,F.CN.CZC.CF.CF0609
494,20060630,F.CN.CZC.CF.CF0609
495,20060701,F.CN.CZC.CF.CF0609
496,20060702,F.CN.CZC.CF.CF0609
497,20060703,F.CN.CZC.CF.CF0609
498,20060704,F.CN.CZC.CF.CF0609
499,20060705,F.CN.CZC.CF.CF0609
500,20060706,F.CN.CZC.CF.CF0609
501,20060707,F.CN.CZC.CF.CF0609
502,20060708,F.CN.CZC.CF.CF0609
503,20060709,F.CN.CZC.CF.CF0609
504,20060710,F.CN.CZC.CF.CF0609
505,20060711,F.CN.CZC.CF.CF0609
506,20060712,F.CN.CZC.CF.CF0609
507,20060713,F.CN.CZC.CF.CF0609
508,20060714,F.CN.CZC.CF.CF0609
509,20060715,F.CN.CZC.CF.CF0609
510,20060716,F.CN.CZC.CF.CF0609
511,20060717,F.CN.CZC.CF.CF0609
512,20060718,F.CN.CZC.CF.CF0609
513,20060719,F.CN.CZC.CF.CF0609
514,20060720,F.CN.CZC.CF.CF0609
515,20060721,F.CN.CZC.CF.CF0609
516,20060722,F.CN.CZC.CF.CF0609
517,20060723,F.CN.CZC.CF.CF0609
518,20060724,F.CN.CZC.CF.CF0609
519,20060725,F.CN.CZC.CF.CF0609
520,20060726,F.CN.CZC.CF.CF0609
521,20060727,F.CN.CZC.CF.CF0609
522,20060728,F.CN.CZC.CF.CF0609
523,20060729,F.CN.CZC.CF.CF0609
524,20060730,F.CN.CZC.CF.CF0609
525,20060731,F.CN.CZC.CF.CF0609
526,20060801,F.CN.CZC.CF.CF0609
527,20060802,F.CN.CZC.CF.CF0611
528,20060803,F.CN.CZC.CF.CF0611
529,20060804,F.CN.CZC.CF.CF0611
530,20060805,F.CN.CZC.CF.CF0611
531,20060806,F.CN.CZC.CF.CF0611
532,20060807,F.CN.CZC.CF.CF0611
533,20060808,F.CN.CZC.CF.CF0611
534,20060809,F.CN.CZC.CF.CF0611
535,20060810,F.CN.CZC.CF.CF0611
536,20060811,F.CN.CZC.CF.CF0611
537,20060812,F.CN.CZC.CF.CF0611
538,20060813,F.CN.CZC.CF.CF0611
539,20060814,F.CN.CZC.CF.CF0611
540,20060815,F.CN.CZC.CF.CF0611
541,20060816,F.CN.CZC.CF.CF0611
542,20060817,F.CN.CZC.CF.CF0611
543,20060818,F.CN.CZC.CF.CF0611
544,20060819,F.CN.CZC.CF.CF0611
545,20060820,F.CN.CZC.CF.CF0611
546,20060821,F.CN.CZC.CF.CF0611
547,20060822,F.CN.CZC.CF.CF0611
548,20060823,F.CN.CZC.CF.CF0611
549,20060824,F.CN.CZC.CF.CF0611
550,20060825,F.CN.CZC.CF.CF0611
551,20060826,F.CN.CZC.CF.CF0611
552,20060827,F.CN.CZC.CF.CF0611
553,20060828,F.CN.CZC.CF.CF0611
554,20060829,F.CN.CZC.CF.CF0611
555,20060830,F.CN.CZC.CF.CF0611
556,20060831,F.CN.CZC.CF.CF0611
557,20060901,F.CN.CZC.CF.CF0611
558,20060902,F.CN.CZC.CF.CF0611
559,20060903,F.CN.CZC.CF.CF0611
560,20060904,F.CN.CZC.CF.CF0611
561,20060905,F.CN.CZC.CF.CF0611
562,20060906,F.CN.CZC.CF.CF0611
563,20060907,F.CN.CZC.CF.CF0611
564,20060908,F.CN.CZC.CF.CF0611
565,20060909,F.CN.CZC.CF.CF0611
566,20060910,F.CN.CZC.CF.CF0611
567,20060911,F.CN.CZC.CF.CF0611
568,20060912,F.CN.CZC.CF.CF0611
569,20060913,F.CN.CZC.CF.CF0611
570,20060914,F.CN.CZC.CF.CF0611
571,20060915,F.CN.CZC.CF.CF0611
572,20060916,F.CN.CZC.CF.CF0611
573,20060917,F.CN.CZC.CF.CF0611
574,20060918,F.CN.CZC.CF.CF0611
575,20060919,F.CN.CZC.CF.CF0611
576,20060920,F.CN.CZC.CF.CF0612
577,20060921,F.CN.CZC.CF.CF0612
578,20060922,F.CN.CZC.CF.CF0612
579,20060923,F.CN.CZC.CF.CF0612
580,20060924,F.CN.CZC.CF.CF0612
581,20060925,F.CN.CZC.CF.CF0612
582,20060926,F.CN.CZC.CF.CF0612
583,20060927,F.CN.CZC.CF.CF0701
584,20060928,F.CN.CZC.CF.CF0701
585,20060929,F.CN.CZC.CF.CF0701
586,20060930,F.CN.CZC.CF.CF0701
587,20061001,F.CN.CZC.CF.CF0701
588,20061002,F.CN.CZC.CF.CF0701
589,20061003,F.CN.CZC.CF.CF0701
590,20061004,F.CN.CZC.CF.CF0701
591,20061005,F.CN.CZC.CF.CF0701
592,20061006,F.CN.CZC.CF.CF0701
593,20061007,F.CN.CZC.CF.CF0701
594,20061008,F.CN.CZC.CF.CF0701
595,20061009,F.CN.CZC.CF.CF0701
596,20061010,F.CN.CZC.CF.CF0701
597,20061011,F.CN.CZC.CF.CF0701
598,20061012,F.CN.CZC.CF.CF0701
599,20061013,F.CN.CZC.CF.CF0701
600,20061014,F.CN.CZC.CF.CF0701
601,20061015,F.CN.CZC.CF.CF0701
602,20061016,F.CN.CZC.CF.CF0701
603,20061017,F.CN.CZC.CF.CF0701
604,20061018,F.CN.CZC.CF.CF0701
605,20061019,F.CN.CZC.CF.CF0701
606,20061020,F.CN.CZC.CF.CF0701
