,SYMBOL,CLOCK,OPEN,HIGH,LOW,CLOSE,VOLUME,INTEREST,SETTLE,ADJ
16,R.CN.CZC.CF.0004,2005-03-15,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
17,R.CN.CZC.CF.0004,2005-03-16,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
18,R.CN.CZC.CF.0004,2005-03-17,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
19,R.CN.CZC.CF.0004,2005-03-18,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
20,R.CN.CZC.CF.0004,2005-03-21,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
21,R.CN.CZC.CF.0004,2005-03-22,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
22,R.CN.CZC.CF.0004,2005-03-23,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
23,R.CN.CZC.CF.0004,2005-03-24,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
24,R.CN.CZC.CF.0004,2005-03-25,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
25,R.CN.CZC.CF.0004,2005-03-28,13555.0,13575.0,13400.0,13405.0,0.0,27184.0,13405.0,0.983215218202163
26,R.CN.CZC.CF.0004,2005-03-29,14280.0,14300.0,14070.0,14140.0,19922.0,17210.0,14215.0,0.983215218202163
27,R.CN.CZC.CF.0004,2005-03-30,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
28,R.CN.CZC.CF.0004,2005-03-31,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
29,R.CN.CZC.CF.0004,2005-04-01,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
30,R.CN.CZC.CF.0004,2005-04-04,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
31,R.CN.CZC.CF.0004,2005-04-05,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
32,R.CN.CZC.CF.0004,2005-04-06,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
33,R.CN.CZC.CF.0004,2005-04-07,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
34,R.CN.CZC.CF.0004,2005-04-08,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
35,R.CN.CZC.CF.0004,2005-04-11,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
36,R.CN.CZC.CF.0004,2005-04-12,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
37,R.CN.CZC.CF.0004,2005-04-13,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
38,R.CN.CZC.CF.0004,2005-04-14,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
39,R.CN.CZC.CF.0004,2005-04-15,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
40,R.CN.CZC.CF.0004,2005-04-18,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
41,R.CN.CZC.CF.0004,2005-04-19,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
42,R.CN.CZC.CF.0004,2005-04-20,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
43,R.CN.CZC.CF.0004,2005-04-21,14420.0,14480.0,14270.0,14330.0,0.0,32630.0,14330.0,0.9701788684842
44,R.CN.CZC.CF.0004,2005-04-22,14415.0,14445.0,14320.0,14370.0,23868.0,21314.0,14350.0,0.9701788684842
45,R.CN.CZC.CF.0004,2005-04-25,14545.0,14590.0,14495.0,14560.0,0.0,41236.0,14560.0,0.957518567315794
46,R.CN.CZC.CF.0004,2005-04-26,14545.0,14590.0,14495.0,14560.0,0.0,41236.0,14560.0,0.957518567315794
47,R.CN.CZC.CF.0004,2005-04-27,14545.0,14590.0,14495.0,14560.0,0.0,41236.0,14560.0,0.957518567315794
48,R.CN.CZC.CF.0004,2005-04-28,14545.0,14590.0,14495.0,14560.0,0.0,41236.0,14560.0,0.957518567315794
49,R.CN.CZC.CF.0004,2005-04-29,14690.0,14755.0,14670.0,14700.0,21240.0,37836.0,14705.0,0.957518567315794
50,R.CN.CZC.CF.0004,2005-05-09,14510.0,14610.0,14500.0,14575.0,23032.0,38190.0,14560.0,0.957518567315794
51,R.CN.CZC.CF.0004,2005-05-10,14625.0,14650.0,14530.0,14560.0,21536.0,34936.0,14585.0,0.957518567315794
52,R.CN.CZC.CF.0004,2005-05-11,14595.0,14595.0,14300.0,14350.0,22210.0,34198.0,14450.0,0.957518567315794
53,R.CN.CZC.CF.0004,2005-05-12,14400.0,14480.0,14345.0,14440.0,19354.0,33840.0,14435.0,0.957518567315794
54,R.CN.CZC.CF.0004,2005-05-13,14340.0,14390.0,14065.0,14190.0,30648.0,32416.0,14215.0,0.957518567315794
55,R.CN.CZC.CF.0004,2005-05-16,14100.0,14170.0,13965.0,14130.0,26984.0,29892.0,14090.0,0.957518567315794
56,R.CN.CZC.CF.0004,2005-05-17,14100.0,14170.0,14005.0,14155.0,15770.0,29450.0,14115.0,0.957518567315794
57,R.CN.CZC.CF.0004,2005-05-18,14175.0,14305.0,14140.0,14290.0,16566.0,27490.0,14230.0,0.957518567315794
58,R.CN.CZC.CF.0004,2005-05-19,14890.0,14900.0,14805.0,14835.0,20436.0,29014.0,14840.0,0.917702235207424
59,R.CN.CZC.CF.0004,2005-05-20,14700.0,14720.0,14590.0,14605.0,34742.0,30482.0,14660.0,0.917702235207424
60,R.CN.CZC.CF.0004,2005-05-23,14700.0,14700.0,14130.0,14180.0,36454.0,33134.0,14305.0,0.917702235207424
61,R.CN.CZC.CF.0004,2005-05-24,14250.0,14290.0,14120.0,14190.0,29548.0,32912.0,14210.0,0.917702235207424
62,R.CN.CZC.CF.0004,2005-05-25,14150.0,14175.0,13720.0,13905.0,59506.0,37314.0,13905.0,0.917702235207424
63,R.CN.CZC.CF.0004,2005-05-26,14000.0,14100.0,13930.0,14005.0,46958.0,38498.0,14010.0,0.917702235207424
64,R.CN.CZC.CF.0004,2005-05-27,14005.0,14095.0,13960.0,14085.0,31510.0,38936.0,14030.0,0.917702235207424
65,R.CN.CZC.CF.0004,2005-05-30,14045.0,14390.0,13910.0,14285.0,51148.0,39460.0,14230.0,0.917702235207424
66,R.CN.CZC.CF.0004,2005-05-31,14320.0,14375.0,14135.0,14170.0,45056.0,40740.0,14240.0,0.917702235207424
67,R.CN.CZC.CF.0004,2005-06-01,14000.0,14000.0,13760.0,13760.0,41320.0,42060.0,13875.0,0.917702235207424
68,R.CN.CZC.CF.0004,2005-06-02,13850.0,13955.0,13795.0,13925.0,38172.0,41056.0,13900.0,0.917702235207424
69,R.CN.CZC.CF.0004,2005-06-03,13950.0,13990.0,13915.0,13975.0,31992.0,41342.0,13955.0,0.917702235207424
70,R.CN.CZC.CF.0004,2005-06-06,13955.0,14235.0,13915.0,14190.0,51844.0,42322.0,14130.0,0.917702235207424
71,R.CN.CZC.CF.0004,2005-06-07,14000.0,14180.0,13930.0,14090.0,50136.0,42882.0,14100.0,0.917702235207424
72,R.CN.CZC.CF.0004,2005-06-08,14010.0,14180.0,14010.0,14155.0,43840.0,44408.0,14140.0,0.917702235207424
73,R.CN.CZC.CF.0004,2005-06-09,14125.0,14260.0,14125.0,14165.0,39112.0,45498.0,14210.0,0.917702235207424
74,R.CN.CZC.CF.0004,2005-06-10,14150.0,14200.0,14090.0,14175.0,29892.0,45786.0,14145.0,0.917702235207424
75,R.CN.CZC.CF.0004,2005-06-13,14335.0,14450.0,14275.0,14285.0,45704.0,47992.0,14330.0,0.917702235207424
76,R.CN.CZC.CF.0004,2005-06-14,14345.0,14360.0,14240.0,14305.0,43934.0,47160.0,14285.0,0.917702235207424
77,R.CN.CZC.CF.0004,2005-06-15,14300.0,14325.0,14270.0,14300.0,24064.0,47280.0,14300.0,0.917702235207424
78,R.CN.CZC.CF.0004,2005-06-16,14270.0,14315.0,14255.0,14270.0,27404.0,45634.0,14295.0,0.917702235207424
79,R.CN.CZC.CF.0004,2005-06-17,14280.0,14305.0,14150.0,14160.0,36540.0,45440.0,14230.0,0.917702235207424
80,R.CN.CZC.CF.0004,2005-06-20,14270.0,14340.0,14220.0,14300.0,28392.0,43388.0,14280.0,0.917702235207424
81,R.CN.CZC.CF.0004,2005-06-21,14360.0,14370.0,14250.0,14280.0,22722.0,42254.0,14305.0,0.917702235207424
82,R.CN.CZC.CF.0004,2005-06-22,14320.0,14320.0,14230.0,14245.0,14674.0,41890.0,14265.0,0.917702235207424
83,R.CN.CZC.CF.0004,2005-06-23,14165.0,14210.0,13985.0,14020.0,19516.0,41538.0,14090.0,0.917702235207424
84,R.CN.CZC.CF.0004,2005-06-24,14150.0,14185.0,14070.0,14130.0,16932.0,40368.0,14125.0,0.917702235207424
85,R.CN.CZC.CF.0004,2005-06-27,14195.0,14220.0,14090.0,14105.0,13754.0,40164.0,14150.0,0.917702235207424
86,R.CN.CZC.CF.0004,2005-06-28,14080.0,14190.0,14015.0,14025.0,24458.0,38706.0,14085.0,0.917702235207424
87,R.CN.CZC.CF.0004,2005-06-29,13920.0,13980.0,13875.0,13945.0,22132.0,38788.0,13930.0,0.917702235207424
88,R.CN.CZC.CF.0004,2005-06-30,14010.0,14020.0,13895.0,13900.0,15810.0,38140.0,13940.0,0.917702235207424
89,R.CN.CZC.CF.0004,2005-07-01,13950.0,14095.0,13885.0,14095.0,16762.0,37474.0,13970.0,0.917702235207424
90,R.CN.CZC.CF.0004,2005-07-04,14070.0,14290.0,14055.0,14275.0,32914.0,38112.0,14200.0,0.917702235207424
91,R.CN.CZC.CF.0004,2005-07-05,14305.0,14320.0,14210.0,14255.0,24802.0,37736.0,14260.0,0.917702235207424
92,R.CN.CZC.CF.0004,2005-07-06,14595.0,14630.0,14480.0,14560.0,29238.0,40248.0,14555.0,0.898787039703321
93,R.CN.CZC.CF.0004,2005-07-07,14470.0,14505.0,14395.0,14460.0,22998.0,41098.0,14455.0,0.898787039703321
94,R.CN.CZC.CF.0004,2005-07-08,14470.0,14595.0,14470.0,14590.0,27520.0,43140.0,14560.0,0.898787039703321
95,R.CN.CZC.CF.0004,2005-07-11,14565.0,14785.0,14540.0,14755.0,46180.0,46982.0,14695.0,0.898787039703321
96,R.CN.CZC.CF.0004,2005-07-12,14740.0,14825.0,14640.0,14815.0,48286.0,50628.0,14725.0,0.898787039703321
97,R.CN.CZC.CF.0004,2005-07-13,14505.0,14645.0,14430.0,14465.0,57474.0,48796.0,14560.0,0.898787039703321
98,R.CN.CZC.CF.0004,2005-07-14,14500.0,14595.0,14485.0,14575.0,43518.0,49344.0,14540.0,0.898787039703321
99,R.CN.CZC.CF.0004,2005-07-15,14590.0,14620.0,14515.0,14520.0,32108.0,47976.0,14575.0,0.898787039703321
100,R.CN.CZC.CF.0004,2005-07-18,14490.0,14545.0,14350.0,14395.0,36566.0,47970.0,14450.0,0.898787039703321
101,R.CN.CZC.CF.0004,2005-07-19,14360.0,14395.0,14230.0,14260.0,33378.0,45864.0,14285.0,0.898787039703321
102,R.CN.CZC.CF.0004,2005-07-20,14185.0,14190.0,13950.0,14060.0,34046.0,44660.0,14055.0,0.898787039703321
103,R.CN.CZC.CF.0004,2005-07-21,14090.0,14155.0,14065.0,14115.0,25822.0,44170.0,14110.0,0.898787039703321
104,R.CN.CZC.CF.0004,2005-07-22,13880.0,14075.0,13840.0,14045.0,29138.0,44038.0,14005.0,0.898787039703321
105,R.CN.CZC.CF.0004,2005-07-25,14120.0,14150.0,14020.0,14130.0,26020.0,44616.0,14090.0,0.898787039703321
106,R.CN.CZC.CF.0004,2005-07-26,14130.0,14185.0,14060.0,14090.0,27246.0,43670.0,14125.0,0.898787039703321
107,R.CN.CZC.CF.0004,2005-07-27,14095.0,14095.0,13940.0,13975.0,27976.0,41606.0,14005.0,0.898787039703321
108,R.CN.CZC.CF.0004,2005-07-28,13960.0,13980.0,13850.0,13890.0,30506.0,39308.0,13900.0,0.898787039703321
109,R.CN.CZC.CF.0004,2005-07-29,13900.0,13985.0,13745.0,13980.0,39900.0,35890.0,13890.0,0.898787039703321
110,R.CN.CZC.CF.0004,2005-08-01,14015.0,14065.0,13925.0,13930.0,29572.0,36024.0,13995.0,0.898787039703321
111,R.CN.CZC.CF.0004,2005-08-02,13920.0,13950.0,13855.0,13895.0,21026.0,35282.0,13905.0,0.898787039703321
112,R.CN.CZC.CF.0004,2005-08-03,13905.0,13980.0,13830.0,13850.0,19680.0,34240.0,13910.0,0.898787039703321
113,R.CN.CZC.CF.0004,2005-08-04,13800.0,13820.0,13685.0,13685.0,19208.0,33146.0,13755.0,0.898787039703321
114,R.CN.CZC.CF.0004,2005-08-05,13700.0,13735.0,13650.0,13705.0,19842.0,31326.0,13700.0,0.898787039703321
115,R.CN.CZC.CF.0004,2005-08-08,13690.0,13760.0,13650.0,13715.0,14472.0,30216.0,13725.0,0.898787039703321
116,R.CN.CZC.CF.0004,2005-08-09,13695.0,13730.0,13505.0,13525.0,22240.0,30160.0,13650.0,0.898787039703321
117,R.CN.CZC.CF.0004,2005-08-10,13515.0,13550.0,13280.0,13290.0,31144.0,28642.0,13385.0,0.898787039703321
118,R.CN.CZC.CF.0004,2005-08-11,13250.0,13330.0,13190.0,13290.0,22574.0,26738.0,13265.0,0.898787039703321
119,R.CN.CZC.CF.0004,2005-08-12,13240.0,13375.0,13205.0,13340.0,24182.0,25704.0,13325.0,0.898787039703321
120,R.CN.CZC.CF.0004,2005-08-15,13310.0,13355.0,13240.0,13260.0,19500.0,25234.0,13285.0,0.898787039703321
121,R.CN.CZC.CF.0004,2005-08-16,13180.0,13400.0,13150.0,13390.0,21190.0,24180.0,13290.0,0.898787039703321
122,R.CN.CZC.CF.0004,2005-08-17,13395.0,13465.0,13290.0,13315.0,20710.0,23734.0,13405.0,0.898787039703321
123,R.CN.CZC.CF.0004,2005-08-18,13335.0,13420.0,13265.0,13305.0,18158.0,23714.0,13355.0,0.898787039703321
124,R.CN.CZC.CF.0004,2005-08-19,13290.0,13340.0,13205.0,13300.0,14258.0,23120.0,13270.0,0.898787039703321
125,R.CN.CZC.CF.0004,2005-08-22,13345.0,13550.0,13345.0,13545.0,16620.0,22366.0,13465.0,0.898787039703321
126,R.CN.CZC.CF.0004,2005-08-23,13565.0,13585.0,13500.0,13540.0,14052.0,22378.0,13535.0,0.898787039703321
127,R.CN.CZC.CF.0004,2005-08-24,13570.0,13605.0,13510.0,13550.0,13018.0,22012.0,13560.0,0.898787039703321
128,R.CN.CZC.CF.0004,2005-08-25,13520.0,13640.0,13475.0,13640.0,14910.0,21818.0,13540.0,0.898787039703321
129,R.CN.CZC.CF.0004,2005-08-26,13595.0,13675.0,13570.0,13585.0,14308.0,21224.0,13625.0,0.898787039703321
130,R.CN.CZC.CF.0004,2005-08-29,13625.0,13800.0,13625.0,13795.0,14938.0,19498.0,13730.0,0.898787039703321
131,R.CN.CZC.CF.0004,2005-08-30,13805.0,13820.0,13700.0,13735.0,14554.0,17552.0,13740.0,0.898787039703321
132,R.CN.CZC.CF.0004,2005-08-31,14000.0,14030.0,13940.0,13965.0,24528.0,19724.0,13975.0,0.886523518156202
133,R.CN.CZC.CF.0004,2005-09-01,13900.0,13900.0,13765.0,13780.0,29290.0,18480.0,13815.0,0.886523518156202
134,R.CN.CZC.CF.0004,2005-09-02,13795.0,13900.0,13750.0,13860.0,26872.0,18120.0,13845.0,0.886523518156202
135,R.CN.CZC.CF.0004,2005-09-05,13850.0,14070.0,13850.0,14020.0,20752.0,16556.0,13995.0,0.886523518156202
136,R.CN.CZC.CF.0004,2005-09-06,14070.0,14085.0,13940.0,14000.0,14562.0,16758.0,13990.0,0.886523518156202
137,R.CN.CZC.CF.0004,2005-09-07,14130.0,14190.0,14085.0,14115.0,19628.0,17368.0,14140.0,0.886523518156202
138,R.CN.CZC.CF.0004,2005-09-08,14160.0,14180.0,14035.0,14075.0,15246.0,17496.0,14090.0,0.886523518156202
139,R.CN.CZC.CF.0004,2005-09-09,14035.0,14130.0,14015.0,14120.0,13710.0,17766.0,14090.0,0.886523518156202
140,R.CN.CZC.CF.0004,2005-09-12,14140.0,14170.0,14100.0,14115.0,12078.0,16580.0,14135.0,0.886523518156202
141,R.CN.CZC.CF.0004,2005-09-13,14055.0,14055.0,13835.0,13895.0,16432.0,15530.0,13925.0,0.886523518156202
142,R.CN.CZC.CF.0004,2005-09-14,14060.0,14190.0,14055.0,14125.0,13406.0,18720.0,14125.0,0.870855021900348
143,R.CN.CZC.CF.0004,2005-09-15,14145.0,14180.0,14075.0,14165.0,14448.0,20312.0,14135.0,0.870855021900348
144,R.CN.CZC.CF.0004,2005-09-16,14120.0,14190.0,14070.0,14105.0,15468.0,22070.0,14115.0,0.870855021900348
145,R.CN.CZC.CF.0004,2005-09-19,14140.0,14175.0,14025.0,14040.0,17514.0,23308.0,14095.0,0.870855021900348
146,R.CN.CZC.CF.0004,2005-09-20,14215.0,14270.0,14185.0,14265.0,24606.0,23342.0,14225.0,0.870855021900348
147,R.CN.CZC.CF.0004,2005-09-21,14165.0,14260.0,14155.0,14260.0,15742.0,23996.0,14215.0,0.870855021900348
148,R.CN.CZC.CF.0004,2005-09-22,14290.0,14395.0,14290.0,14380.0,18470.0,25226.0,14345.0,0.870855021900348
149,R.CN.CZC.CF.0004,2005-09-23,14380.0,14405.0,14330.0,14390.0,18854.0,25356.0,14370.0,0.870855021900348
150,R.CN.CZC.CF.0004,2005-09-26,14315.0,14445.0,14315.0,14390.0,21810.0,26274.0,14405.0,0.870855021900348
151,R.CN.CZC.CF.0004,2005-09-27,14420.0,14440.0,14355.0,14385.0,18128.0,26836.0,14390.0,0.870855021900348
152,R.CN.CZC.CF.0004,2005-09-28,14585.0,14655.0,14560.0,14655.0,30032.0,28510.0,14615.0,0.870855021900348
153,R.CN.CZC.CF.0004,2005-09-29,14670.0,14850.0,14650.0,14835.0,34346.0,29718.0,14780.0,0.870855021900348
154,R.CN.CZC.CF.0004,2005-09-30,14835.0,14995.0,14790.0,14990.0,36596.0,27236.0,14860.0,0.870855021900348
155,R.CN.CZC.CF.0004,2005-10-10,15400.0,15455.0,15290.0,15380.0,38596.0,29364.0,15370.0,0.870855021900348
156,R.CN.CZC.CF.0004,2005-10-11,15500.0,15530.0,15300.0,15335.0,36780.0,31822.0,15380.0,0.870855021900348
157,R.CN.CZC.CF.0004,2005-10-12,15305.0,15630.0,15215.0,15630.0,52868.0,36670.0,15405.0,0.870855021900348
158,R.CN.CZC.CF.0004,2005-10-13,15600.0,15680.0,15390.0,15460.0,52042.0,34324.0,15525.0,0.870855021900348
159,R.CN.CZC.CF.0004,2005-10-14,15410.0,15485.0,15280.0,15290.0,50862.0,35196.0,15380.0,0.870855021900348
160,R.CN.CZC.CF.0004,2005-10-17,15340.0,15385.0,15245.0,15300.0,32490.0,34816.0,15315.0,0.870855021900348
161,R.CN.CZC.CF.0004,2005-10-18,15225.0,15395.0,15210.0,15300.0,35362.0,31862.0,15320.0,0.870855021900348
162,R.CN.CZC.CF.0004,2005-10-19,15480.0,15495.0,15220.0,15290.0,48314.0,30770.0,15340.0,0.857681482785666
163,R.CN.CZC.CF.0004,2005-10-20,15250.0,15390.0,15210.0,15330.0,34714.0,32600.0,15330.0,0.857681482785666
164,R.CN.CZC.CF.0004,2005-10-21,15230.0,15290.0,15160.0,15270.0,36830.0,32970.0,15230.0,0.857681482785666
165,R.CN.CZC.CF.0004,2005-10-24,15360.0,15580.0,15335.0,15570.0,43938.0,36688.0,15475.0,0.857681482785666
166,R.CN.CZC.CF.0004,2005-10-25,15505.0,15620.0,15475.0,15610.0,47778.0,40062.0,15530.0,0.857681482785666
167,R.CN.CZC.CF.0004,2005-10-26,15670.0,15735.0,15270.0,15350.0,77882.0,38126.0,15555.0,0.857681482785666
168,R.CN.CZC.CF.0004,2005-10-27,15340.0,15395.0,15180.0,15255.0,51314.0,36946.0,15295.0,0.857681482785666
169,R.CN.CZC.CF.0004,2005-10-28,15030.0,15160.0,15000.0,15080.0,49478.0,37712.0,15090.0,0.857681482785666
170,R.CN.CZC.CF.0004,2005-10-31,15115.0,15210.0,15110.0,15110.0,26738.0,37534.0,15155.0,0.857681482785666
171,R.CN.CZC.CF.0004,2005-11-01,15065.0,15185.0,15060.0,15120.0,26696.0,36780.0,15125.0,0.857681482785666
172,R.CN.CZC.CF.0004,2005-11-02,15145.0,15260.0,15130.0,15245.0,31554.0,37800.0,15205.0,0.857681482785666
173,R.CN.CZC.CF.0004,2005-11-03,15260.0,15280.0,15165.0,15195.0,34014.0,36524.0,15210.0,0.857681482785666
174,R.CN.CZC.CF.0004,2005-11-04,15180.0,15280.0,15170.0,15275.0,34792.0,37424.0,15230.0,0.857681482785666
175,R.CN.CZC.CF.0004,2005-11-07,15300.0,15435.0,15300.0,15425.0,42060.0,38170.0,15355.0,0.857681482785666
176,R.CN.CZC.CF.0004,2005-11-08,15410.0,15440.0,15310.0,15385.0,36480.0,39286.0,15370.0,0.857681482785666
177,R.CN.CZC.CF.0004,2005-11-09,15380.0,15400.0,15090.0,15130.0,55050.0,39872.0,15210.0,0.857681482785666
178,R.CN.CZC.CF.0004,2005-11-10,15115.0,15175.0,15040.0,15150.0,35506.0,39378.0,15125.0,0.857681482785666
179,R.CN.CZC.CF.0004,2005-11-11,15130.0,15205.0,15100.0,15175.0,30306.0,37272.0,15160.0,0.857681482785666
180,R.CN.CZC.CF.0004,2005-11-14,15250.0,15270.0,15190.0,15235.0,20202.0,36224.0,15235.0,0.857681482785666
181,R.CN.CZC.CF.0004,2005-11-15,15200.0,15205.0,15065.0,15115.0,26616.0,37006.0,15120.0,0.857681482785666
182,R.CN.CZC.CF.0004,2005-11-16,15035.0,15120.0,15015.0,15085.0,22306.0,36970.0,15075.0,0.857681482785666
183,R.CN.CZC.CF.0004,2005-11-17,15005.0,15170.0,15005.0,15170.0,21832.0,35328.0,15075.0,0.857681482785666
184,R.CN.CZC.CF.0004,2005-11-18,15155.0,15195.0,15135.0,15170.0,21040.0,35146.0,15165.0,0.857681482785666
185,R.CN.CZC.CF.0004,2005-11-21,15130.0,15260.0,15105.0,15255.0,22828.0,35016.0,15210.0,0.857681482785666
186,R.CN.CZC.CF.0004,2005-11-22,15205.0,15240.0,15140.0,15195.0,23980.0,34918.0,15195.0,0.857681482785666
187,R.CN.CZC.CF.0004,2005-11-23,15280.0,15310.0,15085.0,15155.0,30842.0,35426.0,15185.0,0.857681482785666
188,R.CN.CZC.CF.0004,2005-11-24,15120.0,15140.0,15040.0,15125.0,23070.0,34832.0,15100.0,0.857681482785666
189,R.CN.CZC.CF.0004,2005-11-25,15120.0,15145.0,15070.0,15095.0,14928.0,34054.0,15100.0,0.857681482785666
190,R.CN.CZC.CF.0004,2005-11-28,15080.0,15090.0,14745.0,14815.0,37548.0,35254.0,14865.0,0.857681482785666
191,R.CN.CZC.CF.0004,2005-11-29,14845.0,14845.0,14765.0,14795.0,18710.0,35958.0,14810.0,0.857681482785666
192,R.CN.CZC.CF.0004,2005-11-30,14800.0,14905.0,14770.0,14860.0,16662.0,34724.0,14855.0,0.857681482785666
193,R.CN.CZC.CF.0004,2005-12-01,14850.0,14860.0,14795.0,14835.0,14054.0,35234.0,14820.0,0.857681482785666
194,R.CN.CZC.CF.0004,2005-12-02,14770.0,14795.0,14640.0,14700.0,25610.0,36728.0,14720.0,0.857681482785666
195,R.CN.CZC.CF.0004,2005-12-05,14710.0,14875.0,14710.0,14860.0,18950.0,35380.0,14805.0,0.857681482785666
196,R.CN.CZC.CF.0004,2005-12-06,14890.0,14900.0,14805.0,14845.0,16352.0,34950.0,14845.0,0.857681482785666
197,R.CN.CZC.CF.0004,2005-12-07,14880.0,14880.0,14770.0,14815.0,21650.0,34140.0,14815.0,0.857681482785666
198,R.CN.CZC.CF.0004,2005-12-08,14800.0,14880.0,14750.0,14840.0,17172.0,33812.0,14835.0,0.857681482785666
199,R.CN.CZC.CF.0004,2005-12-09,14880.0,14980.0,14850.0,14955.0,23826.0,32020.0,14930.0,0.857681482785666
200,R.CN.CZC.CF.0004,2005-12-12,14940.0,15045.0,14870.0,14990.0,24678.0,32244.0,14960.0,0.857681482785666
201,R.CN.CZC.CF.0004,2005-12-13,15020.0,15040.0,14940.0,14975.0,13092.0,30766.0,14980.0,0.857681482785666
202,R.CN.CZC.CF.0004,2005-12-14,15020.0,15100.0,15015.0,15095.0,17828.0,30488.0,15070.0,0.857681482785666
203,R.CN.CZC.CF.0004,2005-12-15,15030.0,15030.0,14935.0,14960.0,12794.0,29008.0,14975.0,0.857681482785666
204,R.CN.CZC.CF.0004,2005-12-16,14920.0,14980.0,14915.0,14965.0,14236.0,26466.0,14960.0,0.857681482785666
205,R.CN.CZC.CF.0004,2005-12-19,15155.0,15675.0,15120.0,15310.0,29044.0,28938.0,15255.0,0.851140808347977
206,R.CN.CZC.CF.0004,2005-12-20,15320.0,15320.0,15210.0,15220.0,25742.0,30128.0,15260.0,0.851140808347977
207,R.CN.CZC.CF.0004,2005-12-21,15185.0,15210.0,15090.0,15185.0,37414.0,33536.0,15150.0,0.851140808347977
